Sex,Age,Height,Weight,Year,Season,HostCity,Sport,MedalType,AthleteCountry,HostRegion,AthleteRegion,SportType
M,23,169,60,2006,Winter,Torino,Skiing,Bronze,Russia,Europe,Europe,Snow
M,23,182,78,1968,Winter,others,Skiing,Bronze,Norway,Europe,Europe,Snow
M,21,191,80,2008,Summer,Beijing,Track&Field,Gold,Cuba,Asia,North America,Race
F,30,153,48,2014,Winter,Sochi,Skating,Bronze,Germany,Europe,Europe,Ice
F,19,170,69,2016,Summer,Rio de Janeiro,Hockey,Bronze,Germany,South America,Europe,Ball
M,25,185,89,2000,Summer,Sydney,Canoeing,Bronze,Others,Oceania,Asia,Boat
F,28,155,50,1992,Summer,Barcelona,Track&Field,Gold,Russia,Europe,Europe,Race
M,29,196,94,2000,Summer,Sydney,Handball,Silver,Sweden,Oceania,Europe,Ball
M,25,183,70,1984,Summer,Los Angeles,Fencing,Bronze,Italy,North America,Europe,Combat
M,20,174,67,2008,Summer,Beijing,Others,Gold,Australia,Asia,Oceania,Water
M,23,177,82,2016,Summer,Rio de Janeiro,Hockey,Gold,Argentina,South America,South America,Ball
M,21,209,115,2016,Summer,Rio de Janeiro,Basketball,Silver,Serbia,South America,Europe,Ball
F,17,164,52,1980,Summer,Moskva,Others,Silver,Germany,Europe,Europe,Water
F,22,165,54,1996,Summer,Atlanta,Others,Bronze,Japan,North America,Asia,Acrobatic
M,25,196,94,1996,Summer,Atlanta,Handball,Silver,Sweden,North America,Europe,Ball
M,30,182,85,2012,Summer,London,Canoeing,Silver,Canada,Europe,North America,Boat
M,24,197,92,1976,Summer,Montreal,Basketball,Bronze,Russia,North America,Europe,Ball
M,25,186,84,1960,Summer,Roma,Water Polo,Bronze,Hungary,Europe,Europe,Water
M,29,195,90,1992,Winter,Albertville,Others,Gold,Austria,Europe,Europe,Ice
F,30,177,70,1984,Summer,Los Angeles,Handball,Gold,Serbia,North America,Europe,Ball
M,24,183,84,1980,Summer,Moskva,Handball,Gold,Germany,Europe,Europe,Ball
F,27,164,59,1960,Summer,Roma,Fencing,Silver,Hungary,Europe,Europe,Combat
M,19,174,63,1980,Summer,Moskva,Track&Field,Bronze,France,Europe,Europe,Race
M,21,180,77,1976,Summer,Montreal,Football,Gold,Germany,North America,Europe,Ball
M,22,196,90,2012,Summer,London,Track&Field,Bronze,Jamaica,Europe,North America,Race
M,32,162,53.5,1948,Summer,London,Wrestling,Bronze,Finland,Europe,Europe,Combat
F,19,160,53,1972,Summer,Munich,Track&Field,Silver,Germany,Europe,Europe,Race
F,28,158,50,2012,Summer,London,Hockey,Gold,Netherlands,Europe,Europe,Ball
F,27,173,57,2014,Winter,Sochi,MultiSport Race,Silver,Russia,Europe,Europe,Race
F,23,174,63,1998,Winter,Nagano,Skating,Gold,Netherlands,Asia,Europe,Ice
M,26,183,73,2000,Summer,Sydney,Cycling,Silver,Germany,Oceania,Europe,Others
F,25,182,57,2000,Summer,Sydney,Rowing,Silver,Germany,Oceania,Europe,Boat
M,21,166,62,1992,Summer,Barcelona,Gymnastics,Silver,Russia,Europe,Europe,Acrobatic
M,21,172,70,1956,Summer,others,Equestrianism,Bronze,Canada,Europe,North America,Others
M,21,182,83,1984,Summer,Los Angeles,Canoeing,Silver,Canada,North America,North America,Boat
M,27,172,70,1964,Summer,Tokyo,Gymnastics,Bronze,Germany,Asia,Europe,Acrobatic
F,33,177,64,2016,Summer,Rio de Janeiro,Fencing,Bronze,Russia,South America,Europe,Combat
M,25,201,96,1996,Summer,Atlanta,Rowing,Bronze,France,North America,Europe,Boat
F,34,166,54,2010,Winter,Vancouver,MultiSport Race,Silver,France,North America,Europe,Race
M,23,181,64,2002,Winter,Salt Lake City,Skiing,Gold,Germany,North America,Europe,Snow
M,30,173,77,1992,Summer,Barcelona,Others,Silver,Others,Europe,Asia,Ball
F,26,167,64,2004,Summer,Athina,Hockey,Gold,Germany,Europe,Europe,Ball
F,23,175,72,1972,Summer,Munich,Volleyball,Gold,Russia,Europe,Europe,Ball
M,28,194,96,1996,Summer,Atlanta,Fencing,Gold,Russia,North America,Europe,Combat
M,31,172,69,1964,Summer,Tokyo,Track&Field,Silver,Poland,Asia,Europe,Race
M,22,190,86,2004,Summer,Athina,Hockey,Silver,Netherlands,Europe,Europe,Ball
M,29,170,56,1984,Summer,Los Angeles,Track&Field,Bronze,Italy,North America,Europe,Race
M,29,185,61,1992,Summer,Barcelona,Fencing,Gold,Germany,Europe,Europe,Combat
F,28,167,65,1988,Summer,Seoul,Canoeing,Gold,Bulgaria,Asia,Europe,Boat
F,29,182,78,2014,Winter,Sochi,Skiing,Silver,Germany,Europe,Europe,Snow
M,24,174,69,1992,Summer,Barcelona,Sailing,Bronze,Australia,Europe,Oceania,Boat
F,29,163,52,2014,Winter,Sochi,MultiSport Race,Silver,Switzerland,Europe,Europe,Race
F,22,172,61,2000,Summer,Sydney,Others,Bronze,Canada,Oceania,North America,Acrobatic
F,29,173,60,2006,Winter,Torino,MultiSport Race,Silver,Germany,Europe,Europe,Race
F,33,167,62,2010,Winter,Vancouver,Skiing,Silver,Norway,North America,Europe,Snow
M,27,186,80,2000,Summer,Sydney,Others,Bronze,Australia,Oceania,Oceania,Water
M,30,197,92,2016,Summer,Rio de Janeiro,Swimming,Bronze,Australia,South America,Oceania,Water
M,28,189,87,1988,Winter,Calgary,Hockey,Bronze,Sweden,North America,Europe,Ice
M,25,187,87,2000,Summer,Sydney,Others,Bronze,South Korea,Oceania,Asia,Ball
M,21,173,73,1960,Summer,Roma,Canoeing,Silver,Italy,Europe,Europe,Boat
M,31,183,95,2014,Winter,Sochi,Hockey,Bronze,Finland,Europe,Europe,Ice
F,24,181,72,1988,Summer,Seoul,Canoeing,Gold,Germany,Asia,Europe,Boat
M,29,188,107,1980,Summer,Moskva,Track&Field,Gold,Russia,Europe,Europe,Race
F,16,163,50,1996,Summer,Atlanta,Others,Silver,Canada,North America,North America,Acrobatic
M,32,188,82,2012,Summer,London,Canoeing,Bronze,Others,Europe,Europe,Boat
M,19,195,87,2004,Summer,Athina,Swimming,Gold,Others,Europe,Africa,Water
M,22,166,57,2004,Summer,Athina,Boxing,Bronze,Germany,Europe,Europe,Combat
M,23,174,80,1988,Summer,Seoul,Hockey,Bronze,Netherlands,Asia,Europe,Ball
M,20,178,71,1992,Summer,Barcelona,Boxing,Bronze,Hungary,Europe,Europe,Combat
M,23,182,85,2004,Summer,Athina,Others,Bronze,Japan,Europe,Asia,Ball
M,21,175,77,2012,Summer,London,Others,Silver,China,Europe,Asia,Others
M,21,188,81,1972,Summer,Munich,Boxing,Silver,Cuba,Europe,North America,Combat
M,23,191,87,1984,Summer,Los Angeles,Fencing,Gold,Italy,North America,Europe,Combat
M,22,178,73,1996,Summer,Atlanta,Football,Silver,Argentina,North America,South America,Ball
M,26,186,78,1964,Summer,Tokyo,Track&Field,Bronze,Russia,Asia,Europe,Race
M,27,165,56,2000,Summer,Sydney,Track&Field,Gold,Others,Oceania,Africa,Race
M,22,190,95,1984,Summer,Los Angeles,Water Polo,Gold,Serbia,North America,Europe,Water
M,24,179,74,2012,Summer,London,Wrestling,Silver,Others,Europe,Asia,Combat
F,21,196,75,2008,Summer,Beijing,Volleyball,Gold,Brazil,Asia,South America,Ball
F,35,162,53,1988,Winter,Calgary,Skiing,Silver,Russia,North America,Europe,Snow
M,18,185,80,1908,Summer,London,Rowing,Bronze,Canada,Europe,North America,Boat
F,25,167,60,2016,Summer,Rio de Janeiro,Boxing,Silver,China,South America,Asia,Combat
M,28,182,79,2004,Summer,Athina,Others,Gold,Others,Europe,Asia,Combat
F,21,173,67,2012,Summer,London,Others,Bronze,Russia,Europe,Europe,Combat
F,24,166,72,1936,Summer,others,Track&Field,Silver,Poland,Europe,Europe,Race
M,28,200,100,1996,Summer,Atlanta,Fencing,Silver,Russia,North America,Europe,Combat
M,46,175,73,2008,Summer,Beijing,Others,Bronze,Australia,Asia,Oceania,Target
F,32,163,55,2000,Summer,Sydney,Others,Silver,Others,Oceania,Asia,Ball
M,19,158,52,1984,Summer,Los Angeles,Wrestling,Silver,Others,North America,North America,Combat
M,26,185,140,1996,Summer,Atlanta,Boxing,Silver,Others,North America,Oceania,Combat
F,33,174,64,2004,Summer,Athina,Rowing,Gold,Romania,Europe,Europe,Boat
M,36,182,80,2012,Summer,London,Canoeing,Gold,Norway,Europe,Europe,Boat
M,24,166,60,1976,Winter,Innsbruck,Skiing,Silver,Norway,Europe,Europe,Snow
M,20,178,66,1968,Summer,Mexico City,Track&Field,Silver,Cuba,North America,North America,Race
M,25,183,79,1972,Summer,Munich,Track&Field,Bronze,Jamaica,Europe,North America,Race
M,21,162,51,2016,Summer,Rio de Janeiro,Others,Silver,Japan,South America,Asia,Ball
F,21,181,81,1984,Summer,Los Angeles,Rowing,Silver,Romania,North America,Europe,Boat
F,17,171,67,1984,Summer,Los Angeles,Others,Gold,South Korea,North America,Asia,Target
M,21,179,83,1994,Winter,Lillehammer,Hockey,Gold,Sweden,Europe,Europe,Ice
F,23,177,70,2000,Summer,Sydney,Sailing,Silver,Netherlands,Oceania,Europe,Boat
M,24,170,58,1968,Summer,Mexico City,Hockey,Bronze,India,North America,Asia,Ball
F,23,182,74,1976,Summer,Montreal,Handball,Bronze,Hungary,North America,Europe,Ball
M,33,170,85,1956,Summer,Melbourne,Others,Gold,Russia,Oceania,Europe,Target
M,23,175,70,2000,Summer,Sydney,Football,Silver,Spain,Oceania,Europe,Ball
F,29,170,59,2004,Summer,Athina,Fencing,Gold,Russia,Europe,Europe,Combat
M,28,173,64,2008,Summer,Beijing,Boxing,Silver,Others,Asia,Asia,Combat
F,15,142,36,1988,Summer,Seoul,Gymnastics,Gold,Russia,Asia,Europe,Acrobatic
M,27,187,79,1980,Summer,Moskva,Basketball,Silver,Italy,Europe,Europe,Ball
F,22,174,67,1996,Summer,Atlanta,Handball,Bronze,Hungary,North America,Europe,Ball
M,46,176,71,1964,Summer,Tokyo,Equestrianism,Gold,Switzerland,Asia,Europe,Others
M,28,184,86,1984,Summer,Los Angeles,Fencing,Gold,France,North America,Europe,Combat
F,27,182,80,2002,Winter,Salt Lake City,Others,Silver,Germany,North America,Europe,Ice
M,24,188,82,1992,Summer,Barcelona,Cycling,Silver,Germany,Europe,Europe,Others
M,23,181,80,1972,Winter,others,Hockey,Bronze,Czech Republic,Asia,Europe,Ice
M,20,193,83,1968,Summer,Mexico City,Volleyball,Gold,Russia,North America,Europe,Ball
F,34,167,57,2000,Summer,Sydney,Track&Field,Gold,Others,Oceania,North America,Race
M,29,181,81,1972,Summer,Munich,Handball,Silver,Czech Republic,Europe,Europe,Ball
F,23,168,63,1992,Winter,Albertville,Skating,Bronze,Germany,Europe,Europe,Ice
M,27,175,65,1972,Winter,others,Skiing,Bronze,Germany,Asia,Europe,Snow
M,24,194,90,2008,Summer,Beijing,Rowing,Silver,Australia,Asia,Oceania,Boat
M,25,187,74,1988,Summer,Seoul,Track&Field,Silver,Brazil,Asia,South America,Race
F,28,172,57,1994,Winter,Lillehammer,Skiing,Silver,Norway,Europe,Europe,Snow
M,21,178,70,1968,Summer,Mexico City,Hockey,Bronze,India,North America,Asia,Ball
M,32,199,93,2008,Summer,Beijing,Volleyball,Silver,Brazil,Asia,South America,Ball
M,23,181,78,1984,Summer,Los Angeles,Water Polo,Bronze,Germany,North America,Europe,Water
M,28,175,66,1924,Summer,others,Track&Field,Gold,Finland,Europe,Europe,Race
M,33,193,104,2008,Summer,Beijing,Water Polo,Gold,Hungary,Asia,Europe,Water
M,31,181,79,1976,Summer,Montreal,Cycling,Silver,France,North America,Europe,Others
F,17,180,72,2008,Summer,Beijing,Swimming,Gold,Netherlands,Asia,Europe,Water
M,28,170,62,1924,Summer,others,Track&Field,Bronze,Sweden,Europe,Europe,Race
F,24,168,63,2000,Summer,Sydney,Track&Field,Gold,Others,Oceania,North America,Race
M,29,195,102,1996,Summer,Atlanta,Handball,Gold,Croatia,North America,Europe,Ball
F,27,183,62,2012,Summer,London,Track&Field,Gold,Others,Europe,Asia,Race
M,24,172,64,1912,Summer,others,Wrestling,Gold,Finland,Europe,Europe,Combat
M,35,192,93,2012,Summer,London,Handball,Gold,France,Europe,Europe,Ball
M,32,199,89,1988,Summer,Seoul,Volleyball,Silver,Russia,Asia,Europe,Ball
M,30,175,70,1996,Summer,Atlanta,Others,Silver,Japan,North America,Asia,Ball
F,21,158,60,2000,Summer,Sydney,Judo,Bronze,Others,Oceania,Asia,Combat
M,27,182,91,1998,Winter,Nagano,Hockey,Bronze,Finland,Asia,Europe,Ice
M,24,150,59,1932,Summer,Los Angeles,Rowing,Silver,Poland,North America,Europe,Boat
M,21,176,60,1994,Winter,Lillehammer,Skiing,Silver,Japan,Europe,Asia,Snow
M,23,193,72,2008,Summer,Beijing,Track&Field,Silver,Others,Asia,Africa,Race
M,28,178,60,2002,Winter,Salt Lake City,Skiing,Bronze,Others,North America,Europe,Snow
M,25,185,87,1980,Summer,Moskva,Canoeing,Bronze,Bulgaria,Europe,Europe,Boat
M,29,175,75,1964,Summer,Tokyo,Football,Gold,Hungary,Asia,Europe,Ball
F,24,168,60,1988,Summer,Seoul,Cycling,Silver,Germany,Asia,Europe,Others
M,29,197,100,2016,Summer,Rio de Janeiro,Rowing,Bronze,Netherlands,South America,Europe,Boat
F,22,161,69,2012,Summer,London,Others,Bronze,Belarus,Europe,Europe,Others
F,21,172,75,2004,Summer,Athina,Track&Field,Silver,Russia,Europe,Europe,Race
F,26,161,57,2012,Summer,London,Judo,Silver,Romania,Europe,Europe,Combat
M,19,198,86,1968,Summer,Mexico City,Volleyball,Silver,Japan,North America,Asia,Ball
F,19,160,52,1972,Summer,Munich,Gymnastics,Gold,Russia,Europe,Europe,Acrobatic
M,20,186,82,1984,Summer,Los Angeles,Fencing,Silver,France,North America,Europe,Combat
M,26,181,89,1984,Winter,others,Others,Gold,Germany,Europe,Europe,Ice
F,29,170,60,1968,Summer,Mexico City,Volleyball,Bronze,Poland,North America,Europe,Ball
M,32,180,70,1992,Winter,Albertville,Skiing,Bronze,Italy,Europe,Europe,Snow
M,21,190,93,2000,Summer,Sydney,Swimming,Silver,Australia,Oceania,Oceania,Water
F,22,171,68,2008,Summer,Beijing,Football,Silver,Brazil,Asia,South America,Ball
M,30,188,93,1998,Winter,Nagano,Hockey,Gold,Czech Republic,Asia,Europe,Ice
M,29,173,58,1998,Winter,Nagano,Skiing,Bronze,Japan,Asia,Asia,Snow
M,18,168,67,1932,Summer,Los Angeles,Cycling,Silver,France,North America,Europe,Others
F,17,150,40,1996,Summer,Atlanta,Gymnastics,Bronze,Romania,North America,Europe,Acrobatic
M,26,176,68,1908,Summer,London,Track&Field,Bronze,Norway,Europe,Europe,Race
M,28,180,83,2008,Summer,Beijing,Canoeing,Gold,Belarus,Asia,Europe,Boat
M,20,168,57,1988,Summer,Seoul,Boxing,Gold,Italy,Asia,Europe,Combat
M,31,183,73,2016,Summer,Rio de Janeiro,Rowing,Silver,Denmark,South America,Europe,Boat
F,16,151,35,2016,Summer,Rio de Janeiro,Gymnastics,Bronze,China,South America,Asia,Acrobatic
M,24,176,73,1972,Summer,Munich,Cycling,Gold,Russia,Europe,Europe,Others
M,23,162,58,1996,Summer,Atlanta,Wrestling,Bronze,Others,North America,Asia,Combat
M,22,183,85,1964,Summer,Tokyo,Water Polo,Silver,Serbia,Asia,Europe,Water
M,29,184,77,2014,Winter,Sochi,Others,Silver,Others,Europe,Europe,Snow
M,36,178,70,2004,Summer,Athina,Rowing,Silver,Australia,Europe,Oceania,Boat
M,35,180,73,2000,Summer,Sydney,Canoeing,Bronze,Italy,Oceania,Europe,Boat
M,30,186,97,1976,Summer,Montreal,Handball,Gold,Russia,North America,Europe,Ball
F,23,172,67,1988,Winter,Calgary,Skiing,Gold,Austria,North America,Europe,Snow
F,16,152,50,2008,Summer,Beijing,Others,Silver,Australia,Asia,Oceania,Water
F,22,155,56,1992,Summer,Barcelona,Judo,Bronze,Japan,Europe,Asia,Combat
M,23,162,56,2004,Summer,Athina,Gymnastics,Bronze,China,Europe,Asia,Acrobatic
M,27,182,70,1988,Summer,Seoul,MultiSport Race,Gold,Hungary,Asia,Europe,Race
F,37,162,56,1968,Winter,others,Skiing,Bronze,Russia,Europe,Europe,Snow
M,28,190,95,2014,Winter,Sochi,Hockey,Gold,Canada,Europe,North America,Ice
M,23,176,74,1928,Summer,others,Track&Field,Bronze,Germany,Europe,Europe,Race
M,27,197,93,1988,Summer,Seoul,Handball,Bronze,Serbia,Asia,Europe,Ball
M,32,197,95,1984,Summer,Los Angeles,Basketball,Bronze,Serbia,North America,Europe,Ball
M,26,177,70,1998,Winter,Nagano,Skiing,Bronze,Finland,Asia,Europe,Snow
M,50,169,65,2004,Summer,Athina,Equestrianism,Gold,France,Europe,Europe,Others
F,26,185,75,2016,Summer,Rio de Janeiro,Rowing,Gold,Germany,South America,Europe,Boat
M,23,167,63,1964,Summer,Tokyo,Boxing,Bronze,Others,Asia,Africa,Combat
F,26,175,63,1984,Summer,Los Angeles,Volleyball,Bronze,Japan,North America,Asia,Ball
M,21,174,60,2016,Summer,Rio de Janeiro,Boxing,Silver,France,South America,Europe,Combat
M,27,165,50,1992,Summer,Barcelona,Rowing,Gold,Canada,Europe,North America,Boat
M,22,167,58,1992,Summer,Barcelona,Gymnastics,Silver,China,Europe,Asia,Acrobatic
F,26,168,59,2002,Winter,Salt Lake City,Skating,Bronze,Canada,North America,North America,Ice
F,28,170,97,2016,Summer,Rio de Janeiro,Judo,Gold,France,South America,Europe,Combat
F,27,168,70,2008,Summer,Beijing,Judo,Silver,France,Asia,Europe,Combat
M,26,186,96,2008,Summer,Beijing,Wrestling,Bronze,Others,Asia,Asia,Combat
F,20,158,48,2012,Summer,London,Gymnastics,Silver,Russia,Europe,Europe,Acrobatic
F,26,180,72,2012,Summer,London,Rowing,Bronze,Netherlands,Europe,Europe,Boat
M,28,177,70,1972,Winter,others,MultiSport Race,Bronze,Germany,Asia,Europe,Race
M,21,183,74,1988,Winter,Calgary,Skating,Gold,Russia,North America,Europe,Ice
M,29,188,95,2002,Winter,Salt Lake City,Hockey,Gold,Canada,North America,North America,Ice
M,32,179,73,1984,Summer,Los Angeles,Others,Silver,Austria,North America,Europe,Target
F,28,176,68.5,1984,Winter,others,Skiing,Gold,Finland,Europe,Europe,Snow
F,16,148,40,1984,Summer,Los Angeles,Gymnastics,Bronze,Romania,North America,Europe,Acrobatic
F,28,173,64,2004,Summer,Athina,Swimming,Silver,Australia,Europe,Oceania,Water
F,27,180,72,2000,Summer,Sydney,Football,Bronze,Germany,Oceania,Europe,Ball
M,31,179,76,1980,Summer,Moskva,Fencing,Gold,Russia,Europe,Europe,Combat
F,21,159,48,1984,Winter,others,Skating,Bronze,Russia,Europe,Europe,Ice
M,21,200,92,1988,Summer,Seoul,Rowing,Silver,Germany,Asia,Europe,Boat
F,26,181,60,1996,Summer,Atlanta,Track&Field,Silver,Italy,North America,Europe,Race
M,26,196,96,1992,Summer,Barcelona,Handball,Bronze,France,Europe,Europe,Ball
M,19,170,67,1988,Summer,Seoul,Football,Silver,Brazil,Asia,South America,Ball
M,35,205,115,2016,Summer,Rio de Janeiro,Water Polo,Silver,Croatia,South America,Europe,Water
F,23,163,58,2012,Summer,London,Track&Field,Silver,Jamaica,Europe,North America,Race
M,18,171,64,2000,Summer,Sydney,Gymnastics,Gold,China,Oceania,Asia,Acrobatic
F,22,170,61,1964,Winter,Innsbruck,Skating,Silver,Others,Europe,Asia,Ice
M,20,186,83,1980,Winter,others,Others,Bronze,Germany,North America,Europe,Ice
M,26,188,80,2008,Summer,Beijing,Sailing,Gold,Denmark,Asia,Europe,Boat
M,29,173,62,2012,Summer,London,Sailing,Gold,Australia,Europe,Oceania,Boat
M,20,170,62,1980,Summer,Moskva,Hockey,Gold,India,Europe,Asia,Ball
M,22,193,80,2000,Summer,Sydney,Swimming,Gold,Netherlands,Oceania,Europe,Water
M,27,168,65,1980,Summer,Moskva,Gymnastics,Silver,Germany,Europe,Europe,Acrobatic
F,27,170,61,2012,Summer,London,Track&Field,Bronze,Others,Europe,Asia,Race
M,26,186,90,1984,Summer,Los Angeles,Water Polo,Gold,Serbia,North America,Europe,Water
M,30,178,95,1960,Winter,others,Hockey,Silver,Canada,North America,North America,Ice
M,26,180,97,1936,Summer,others,Track&Field,Silver,Germany,Europe,Europe,Race
F,28,175,59,1980,Summer,Moskva,Track&Field,Silver,Russia,Europe,Europe,Race
M,22,183,90,1956,Summer,Melbourne,Football,Bronze,Bulgaria,Oceania,Europe,Ball
M,24,179,70,1960,Summer,Roma,Hockey,Gold,Others,Europe,Asia,Ball
F,26,177,63,1984,Summer,Los Angeles,Volleyball,Bronze,Japan,North America,Asia,Ball
M,36,191,88,1972,Summer,Munich,Sailing,Silver,Sweden,Europe,Europe,Boat
M,24,180,79.5,1998,Winter,Nagano,Hockey,Bronze,Finland,Asia,Europe,Ice
M,20,168,61,1952,Summer,others,Gymnastics,Silver,Poland,Europe,Europe,Acrobatic
F,23,169,66,1992,Summer,Barcelona,Equestrianism,Gold,Germany,Europe,Europe,Others
F,25,169,61,2004,Summer,Athina,Others,Gold,China,Europe,Asia,Ball
M,25,175,68,1964,Summer,Tokyo,Canoeing,Silver,France,Asia,Europe,Boat
M,28,167,66,2004,Summer,Athina,Wrestling,Silver,Others,Europe,Asia,Combat
F,22,168,57,2016,Summer,Rio de Janeiro,Others,Bronze,Japan,South America,Asia,Acrobatic
M,27,194,109,1976,Summer,Montreal,Rowing,Gold,Russia,North America,Europe,Boat
F,23,170,56,1980,Winter,others,Skiing,Bronze,Norway,North America,Europe,Snow
M,31,175,68,2006,Winter,Torino,Skiing,Silver,Germany,Europe,Europe,Snow
M,26,187,99,1972,Summer,Munich,Water Polo,Gold,Russia,Europe,Europe,Water
M,29,196,95,2016,Summer,Rio de Janeiro,Track&Field,Gold,Jamaica,South America,North America,Race
M,31,155,54,2016,Summer,Rio de Janeiro,Gymnastics,Gold,Others,South America,Asia,Acrobatic
M,24,185,83,1992,Summer,Barcelona,Boxing,Bronze,Hungary,Europe,Europe,Combat
F,22,163,76,2002,Winter,Salt Lake City,Hockey,Gold,Canada,North America,North America,Ice
M,28,192,84,2012,Summer,London,Swimming,Bronze,Others,Europe,Africa,Water
F,30,172,69,1992,Summer,Barcelona,Canoeing,Gold,Germany,Europe,Europe,Boat
M,20,186,74,1980,Summer,Moskva,Track&Field,Gold,Russia,Europe,Europe,Race
M,23,161,57,1960,Summer,Roma,Wrestling,Silver,Romania,Europe,Europe,Combat
M,25,168,62,1956,Summer,Melbourne,Wrestling,Gold,Others,Oceania,Asia,Combat
F,25,173,76,2016,Summer,Rio de Janeiro,Rowing,Gold,Germany,South America,Europe,Boat
M,22,186,76,1976,Summer,Montreal,MultiSport Race,Silver,Czech Republic,North America,Europe,Race
F,31,176,63,2000,Summer,Sydney,Track&Field,Silver,Jamaica,Oceania,North America,Race
M,30,164,59,1924,Summer,others,Track&Field,Gold,Finland,Europe,Europe,Race
M,23,177,82,2016,Summer,Rio de Janeiro,Others,Bronze,Others,South America,Africa,Ball
M,25,191,93,2006,Winter,Torino,Hockey,Gold,Sweden,Europe,Europe,Ice
M,24,173,80,1992,Winter,Albertville,Others,Silver,Germany,Europe,Europe,Ice
F,21,170,62,1984,Summer,Los Angeles,Basketball,Silver,South Korea,North America,Asia,Ball
M,23,172,67,1968,Summer,Mexico City,Swimming,Silver,Russia,North America,Europe,Water
F,18,155,46,2006,Winter,Torino,Skating,Gold,South Korea,Europe,Asia,Ice
F,26,168,50,2012,Summer,London,Track&Field,Gold,Others,Europe,Asia,Race
M,27,180,143,1988,Summer,Seoul,Judo,Gold,Japan,Asia,Asia,Combat
F,27,180,77,2016,Summer,Rio de Janeiro,Rowing,Bronze,Romania,South America,Europe,Boat
M,23,187,87,1980,Summer,Moskva,Rowing,Silver,Russia,Europe,Europe,Boat
F,26,158,48,2006,Winter,Torino,MultiSport Race,Silver,Germany,Europe,Europe,Race
F,24,172,67,2008,Summer,Beijing,Fencing,Silver,China,Asia,Asia,Combat
F,22,155,48,2004,Summer,Athina,Judo,Bronze,China,Europe,Asia,Combat
F,23,167,58,1998,Winter,Nagano,MultiSport Race,Bronze,Norway,Asia,Europe,Race
M,33,172,77,1968,Winter,others,Others,Bronze,Romania,Europe,Europe,Ice
F,27,164,54,2004,Summer,Athina,Hockey,Gold,Germany,Europe,Europe,Ball
M,25,191,90,2016,Summer,Rio de Janeiro,Basketball,Silver,Serbia,South America,Europe,Ball
F,25,185,65,2008,Summer,Beijing,Volleyball,Gold,Brazil,Asia,South America,Ball
M,22,184,79,1984,Summer,Los Angeles,Cycling,Silver,Switzerland,North America,Europe,Others
M,29,170,104,1936,Summer,others,Others,Silver,Czech Republic,Europe,Europe,Others
F,29,175,67,2016,Summer,Rio de Janeiro,Football,Silver,Sweden,South America,Europe,Ball
F,21,151,48,2016,Summer,Rio de Janeiro,Wrestling,Bronze,Bulgaria,South America,Europe,Combat
M,21,183,73,1972,Summer,Munich,Hockey,Silver,Others,Europe,Asia,Ball
M,24,167,53,1992,Summer,Barcelona,Others,Bronze,China,Europe,Asia,Ball
F,22,159,63,2016,Summer,Rio de Janeiro,Others,Silver,Others,South America,Asia,Others
F,34,184,77,2004,Summer,Athina,Rowing,Gold,Germany,Europe,Europe,Boat
M,22,182,78,1960,Summer,Roma,Fencing,Gold,Russia,Europe,Europe,Combat
M,25,185,115,1972,Summer,Munich,Judo,Bronze,Japan,Europe,Asia,Combat
M,30,178,68,1996,Summer,Atlanta,Fencing,Silver,Hungary,North America,Europe,Combat
F,22,168,56,1972,Summer,Munich,Track&Field,Silver,Russia,Europe,Europe,Race
F,24,191,76,1992,Summer,Barcelona,Rowing,Gold,Canada,Europe,North America,Boat
M,24,183,76,1960,Summer,Roma,Track&Field,Silver,Germany,Europe,Europe,Race
M,23,192,87,1984,Winter,others,Hockey,Bronze,Sweden,Europe,Europe,Ice
M,27,167,69,2008,Summer,Beijing,Others,Silver,France,Asia,Europe,Others
M,22,179,70,2012,Summer,London,Football,Gold,Others,Europe,North America,Ball
F,29,160,70,2008,Summer,Beijing,Judo,Gold,Japan,Asia,Asia,Combat
M,29,193,93,1980,Summer,Moskva,Volleyball,Gold,Russia,Europe,Europe,Ball
F,27,170,61,2016,Summer,Rio de Janeiro,Hockey,Silver,Netherlands,South America,Europe,Ball
M,24,173,79,1972,Winter,others,Hockey,Gold,Russia,Asia,Europe,Ice
F,26,174,90,1972,Summer,Munich,Track&Field,Gold,Russia,Europe,Europe,Race
M,23,163,64,2004,Summer,Athina,Gymnastics,Bronze,Romania,Europe,Europe,Acrobatic
M,21,161,48,1996,Summer,Atlanta,Boxing,Bronze,Ukraine,North America,Europe,Combat
M,29,180,77,1976,Winter,Innsbruck,Skating,Bronze,Russia,Europe,Europe,Ice
F,27,174,65,1996,Summer,Atlanta,Others,Bronze,Australia,North America,Oceania,Ball
M,28,184,74,2004,Summer,Athina,Others,Gold,South Korea,Europe,Asia,Ball
F,18,158,43,1968,Summer,Mexico City,Gymnastics,Bronze,Germany,North America,Europe,Acrobatic
M,22,169,68,1956,Summer,Melbourne,Fencing,Silver,Poland,Oceania,Europe,Combat
M,31,186,90,1964,Summer,Tokyo,Rowing,Bronze,Switzerland,Asia,Europe,Boat
M,23,195,75,1980,Summer,Moskva,Track&Field,Silver,Poland,Europe,Europe,Race
F,25,165,61,1976,Winter,Innsbruck,Skating,Gold,Russia,Europe,Europe,Ice
M,35,175,79,1980,Winter,others,Hockey,Silver,Russia,North America,Europe,Ice
M,20,187,92,1964,Summer,Tokyo,Rowing,Bronze,Netherlands,Asia,Europe,Boat
